-- using 1115013950 as a seed to the RNG
-- @(#)11.sql	2.1.8.1
-- TPC-H/TPC-R Important Stock Identification Query (Q11)
-- Functional Query Definition
-- Approved February 1998
START TRANSACTION;



select
	ps_partkey,
	sum(ps_supplycost * ps_availqty) as value
from
	partsupp,
	supplier,
	nation
where
	ps_suppkey = s_suppkey
	and s_nationkey = n_nationkey
	and n_name = 'PERU'
group by
	ps_partkey having
		sum(ps_supplycost * ps_availqty) > (
			select
				sum(ps_supplycost * ps_availqty) * 0.0000100000
			from
				partsupp,
				supplier,
				nation
			where
				ps_suppkey = s_suppkey
				and s_nationkey = n_nationkey
				and n_name = 'PERU'
		)
order by
	value desc;
COMMIT;
ps_partkey	value
46983	9956864.14
616934	9955740.77
108774	9954451.92
1440129	9953066.21
1353971	9952465.76
1214435	9951806.90
11861	9949647.12
1428736	9944791.28
1566753	9944665.28
808112	9940869.40
839898	9940827.82
1356846	9940611.48
47646	9937240.51
1424015	9936880.36
354056	9936431.40
1018330	9935874.84
1986969	9935554.73
711552	9935103.60
857886	9934935.15
1473752	9933883.90
1689473	9932597.28
618747	9931731.65
1240080	9928866.91
1939254	9926424.85
165055	9926256.49
1784670	9924376.44
427204	9923734.51
252655	9922302.49
1539030	9922213.10
792045	9919847.48
1831944	9916679.64
380275	9916536.79
501737	9915478.02
635992	9913545.18
367965	9912125.85
1288295	9911548.01
167505	9909350.26
836511	9906545.20
1221776	9905434.84
1835941	9905357.62
190127	9902378.06
1563884	9902295.48
529579	9901395.43
781885	9900647.42
1685979	9898856.88
1979463	9897141.52
982960	9896583.06
1493631	9895184.32
1606352	9894832.57
960393	9894779.76
1832942	9894264.00
187971	9894138.07
1565616	9893493.12
1923018	9892473.36
1852833	9891334.61
16882	9889652.72
1910896	9887697.72
1030461	9887103.00
1261843	9886974.90
1290025	9886909.70
1891186	9886352.86
65010	9884195.81
548777	9882390.15
808784	9881838.53
739634	9881696.94
754101	9881618.73
114583	9881074.20
403918	9879890.58
760754	9879502.08
678757	9877569.94
1827599	9877488.88
577193	9876938.79
294001	9876022.95
34804	9875422.85
1606720	9874663.34
1714968	9874023.37
1475618	9873793.80
1499337	9871731.92
992498	9868886.36
1646644	9868735.11
313243	9868517.42
969070	9867187.26
1821497	9866128.86
834109	9865417.38
435996	9865253.16
1770213	9862244.10
4315	9862086.38
317239	9861167.29
82544	9860195.92
1098557	9860008.93
871270	9859374.96
595763	9858961.82
326602	9858451.29
1970385	9857575.44
990060	9856764.06
1523567	9856192.17
376628	9854493.88
1455289	9853625.30
289682	9853147.20
650449	9850502.15
1905038	9850483.51
101502	9848130.39
76740	9847607.70
1922194	9847365.80
1244889	9846762.80
1276294	9846722.94
223954	9846081.74
1611352	9845250.22
1463502	9845104.06
297487	9844008.50
617512	9842950.74
1847547	9842822.98
1890153	9842673.61
573071	9842083.60
1121511	9841143.86
510825	9840837.44
84469	9840551.52
273072	9840219.04
1702868	9839875.63
1487042	9838955.52
42508	9838425.69
1582610	9838257.90
1477067	9837400.32
1040871	9836991.87
200264	9836911.08
138895	9836805.72
436800	9835759.20
1561249	9835164.78
473100	9834636.54
1032485	9834460.49
1055920	9832592.79
66203	9832292.52
305094	9831832.66
1562380	9830746.14
814497	9830613.60
1163441	9829731.52
1076047	9829713.48
839345	9829095.65
1604688	9828854.20
122213	9825528.73
339655	9822561.57
948291	9821155.22
1989539	9820290.92
1617892	9818620.34
847852	9817368.83
208989	9817329.78
1244685	9816040.78
1598278	9815336.30
748429	9814688.08
1451082	9814372.48
510353	9812960.54
1403741	9812268.82
566418	9809625.80
45021	9809511.04
1146793	9808429.12
1077239	9806895.15
145019	9804601.27
1763693	9804344.45
302499	9804246.53
1441818	9804212.75
415054	9803659.61
1832237	9802532.14
579679	9801468.74
224325	9801346.46
125750	9801272.54
754866	9801267.59
787246	9800196.96
1881173	9799372.55
1748676	9798307.16
1862106	9797811.90
1932842	9797628.36
1256065	9797201.07
1617880	9796916.79
852656	9796403.00
57495	9794332.89
18961	9793293.27
1466291	9792703.28
643277	9791589.50
1365142	9791230.02
1678302	9789954.83
1983853	9789782.40
1053298	9788926.28
86184	9788725.34
1774588	9788338.92
1187849	9787194.00
1479636	9786944.44
708911	9786105.19
821325	9785552.48
846132	9785458.40
759800	9784463.28
825427	9779383.20
1219300	9779345.44
1536859	9776716.00
667041	9776667.65
134699	9776156.16
646069	9775570.86
666225	9774588.56
593443	9774554.72
1810859	9773435.32
607301	9771869.15
495267	9771079.45
572458	9770555.99
1064538	9770437.01
1486987	9770299.84
723760	9769827.76
1861317	9769345.60
392035	9766557.75
1767254	9766449.85
1952402	9766245.98
670393	9766129.38
1901138	9766100.75
1521836	9765968.26
1383921	9765115.32
1096934	9765012.98
1667177	9764925.40
1536634	9764645.74
18070	9763811.20
614947	9763690.68
1719571	9762959.66
1328444	9762678.86
1342197	9761588.42
822700	9761537.87
120787	9761275.70
438908	9760208.85
1863443	9755091.97
77218	9753694.58
426488	9753272.96
1202311	9753196.20
1654245	9752135.74
602774	9751841.20
571114	9749395.67
1221147	9745587.72
1857598	9743843.79
230561	9743460.58
1235545	9742773.75
1953857	9741555.01
1179493	9741326.98
936645	9740797.80
1622574	9740417.13
608790	9738175.97
1605808	9737998.20
1393999	9737249.01
375141	9736782.00
968934	9736618.73
238889	9736312.26
1751570	9735210.36
95588	9735197.88
725354	9733335.20
1768135	9733005.05
629887	9732058.38
733551	9730249.36
389988	9729305.56
317067	9729078.15
837684	9727279.94
516860	9726575.57
218998	9726119.88
1659835	9725841.90
1921163	9724003.92
1288487	9722581.68
21850	9722454.17
414180	9720552.16
1232789	9719570.70
1183394	9718887.15
732506	9717604.32
877263	9716490.49
1298709	9714993.95
688316	9714815.46
1417481	9714491.85
442380	9713774.14
1338474	9713571.50
1347475	9713385.11
466782	9711663.59
1854353	9711402.42
742147	9710173.44
525984	9709132.87
1500419	9708286.75
1322402	9707719.59
81983	9706560.78
42926	9704969.37
387802	9704844.20
1052553	9704481.12
625733	9702990.72
601129	9702968.88
1610541	9702072.77
1424644	9701962.41
1540286	9701698.06
660804	9701646.95
987853	9701629.20
261291	9701314.11
280436	9701263.80
184680	9701029.80
1162609	9700139.88
881897	9700033.76
496284	9699564.40
863889	9699564.00
1560951	9699233.05
1481837	9698125.50
854077	9698004.19
1017898	9697035.04
1889252	9695611.78
704539	9694471.00
959958	9694103.84
1607712	9693932.68
1058734	9693400.91
86645	9692860.35
1828018	9691711.05
1076780	9691017.44
774189	9690587.91
1539032	9689283.51
1491270	9688326.52
1135969	9687794.24
1283568	9687552.84
710820	9686565.28
267162	9686291.22
1069049	9686113.40
1104332	9685717.10
80521	9685005.84
1234915	9683801.14
1674614	9683380.38
961539	9682814.23
1853338	9682621.88
632053	9681999.08
937416	9681760.92
368074	9681393.60
709450	9680113.91
268994	9679963.62
1541891	9677494.47
662036	9675553.62
308225	9674861.94
951578	9673541.29
310854	9673506.18
1924151	9672862.08
781457	9671825.79
105137	9671190.93
174861	9670707.42
1480577	9670498.80
153869	9669703.68
1322547	9669554.36
1877618	9669474.73
282924	9669142.43
259252	9668719.65
236182	9668689.66
1017326	9668625.42
1359980	9666620.08
396996	9666134.78
639388	9665983.83
1260767	9665922.96
132605	9665789.70
182133	9663628.41
628606	9663456.62
1828239	9661690.80
1900236	9661367.43
1673284	9659273.01
345941	9657597.60
481868	9657518.09
565143	9657451.95
759872	9657329.76
717557	9657251.44
144832	9656938.17
458429	9656330.25
616859	9655738.25
1097380	9655193.88
603336	9654631.20
1733113	9654263.66
981144	9653638.56
316217	9652858.80
43493	9652761.59
84766	9652741.10
1636735	9652708.90
1057041	9652358.76
310953	9650737.12
1022031	9649914.10
185764	9649718.75
333897	9649567.75
1096013	9648588.75
540576	9648573.87
1114677	9647665.42
585309	9646689.14
153508	9646551.19
1486185	9646296.66
1364173	9646235.16
197142	9645894.02
228760	9644006.84
488375	9642665.46
1190846	9642654.70
112787	9642257.80
1871192	9640879.76
62461	9640298.43
1129341	9639747.45
1765215	9639456.01
1590189	9639247.80
404905	9638679.42
1788116	9638264.82
1603647	9637661.10
580452	9637620.48
1594513	9637577.76
1839388	9637397.50
1738470	9636571.44
1285150	9636068.31
945177	9635867.88
1787042	9635619.13
8924	9635281.50
1041164	9635018.32
1987037	9634812.69
1777387	9634348.18
1486207	9634232.61
1409606	9633133.62
1694915	9632954.07
289989	9632149.17
192522	9632079.79
1106730	9631858.00
1319785	9631180.78
1156592	9630765.15
733723	9628309.92
1183582	9626081.52
1165046	9626007.14
1476003	9624946.50
1719028	9624118.98
609359	9624114.27
1007323	9623761.18
1018692	9623499.69
397059	9623147.60
894086	9623102.46
1424322	9623019.33
434699	9619800.05
1996059	9619693.79
1679509	9618722.83
1339812	9617978.90
811678	9617404.56
1420971	9616932.70
1366413	9616719.75
428775	9616493.88
1738764	9615857.96
4887	9615857.94
1920077	9615756.32
1492094	9615453.00
1824644	9614301.18
1379786	9613993.68
711457	9612943.60
1413255	9611300.44
776518	9610920.08
1272596	9610263.36
989485	9609988.56
218009	9609870.26
1035222	9607675.78
157492	9607438.62
596073	9607196.00
851111	9606139.11
1049558	9606110.81
257575	9604865.83
747451	9604317.06
1873352	9603930.42
1106878	9603855.60
818008	9603793.43
582630	9600844.00
1522659	9600529.82
676321	9600181.50
391639	9599871.97
1097435	9598835.67
1942791	9598121.33
839177	9597768.56
167375	9597643.76
605036	9597532.36
652077	9597258.76
1205397	9596843.91
1030394	9594650.40
735575	9594458.58
423064	9594189.33
1397597	9593966.22
352209	9593913.65
615723	9593902.50
1932165	9593318.80
1031604	9593227.64
1193740	9593097.00
1036944	9592698.64
1914281	9592281.28
826971	9592105.38
1952615	9590609.54
1037042	9590479.92
327836	9590369.40
439979	9589413.86
1495783	9589388.56
1377635	9589226.70
1038798	9589139.35
399960	9588958.80
1915638	9588801.94
439065	9588342.40
412906	9587853.14
141018	9587804.89
214544	9587672.58
1373500	9587555.12
1199232	9586695.65
1245062	9586218.66
170218	9586160.20
974569	9585271.68
194230	9583542.72
824340	9582699.60
90344	9582337.44
679857	9582135.35
1632326	9581961.82
1722764	9581669.76
579809	9580622.85
972707	9580051.76
1902364	9579467.82
683500	9578526.90
1341722	9577952.65
783810	9575011.60
1988081	9573729.66
1886557	9570766.25
779347	9570040.61
1421662	9569682.99
664604	9569078.46
1026313	9568402.51
1061249	9568308.43
217732	9568131.22
1954939	9568006.91
1859118	9567672.48
759992	9567634.26
46825	9567274.21
1763079	9566604.74
1831748	9565932.41
473375	9565629.45
229534	9564652.44
965850	9564620.10
98335	9564507.54
1618586	9564262.09
494592	9564039.76
454489	9563624.46
1339721	9563602.79
1378733	9563125.26
1410335	9562491.06
254025	9562176.96
1807535	9561791.75
588422	9560682.78
970839	9559965.46
1691087	9559890.60
139759	9559347.84
662967	9559186.00
1120808	9559023.78
1758072	9557287.54
823855	9556562.88
1991494	9556228.64
727887	9556161.52
740049	9555637.56
32919	9554887.50
1233602	9554180.79
1750056	9554014.96
1494853	9553629.40
1185091	9553299.99
1336946	9552674.49
310995	9551864.98
47586	9550303.68
473584	9550222.29
1064881	9549905.58
624663	9549544.50
256325	9548850.30
1084603	9548847.89
1413160	9548637.78
897566	9547842.05
1955284	9547587.84
1522164	9547319.10
514677	9547308.27
857291	9547067.04
690028	9546219.00
1881321	9546117.12
1808042	9545994.92
174577	9545483.72
354664	9544912.29
311335	9544800.45
800282	9542587.03
1589081	9542066.87
1923351	9541536.68
231413	9541007.68
1340692	9539998.02
1628646	9539865.06
421806	9539517.42
1274595	9538953.57
1669926	9538943.16
1236990	9538820.98
684445	9538363.20
1691423	9538321.90
1515824	9537460.16
626402	9536758.32
1152765	9536736.64
1088288	9536454.00
989610	9536384.90
664688	9535883.64
103307	9535687.84
1961588	9535267.98
1956961	9534296.13
1491066	9534192.33
1996806	9533616.86
254665	9533556.34
1712410	9532783.92
1636244	9532486.23
1862831	9532086.44
1038301	9532046.16
1250243	9531918.60
1684344	9531639.17
63183	9531623.72
322211	9531496.38
749591	9530899.84
1883139	9530246.06
277660	9530195.62
344011	9530137.15
1691241	9529140.00
441358	9529007.74
1619877	9526089.40
676042	9526001.80
372283	9525681.40
1339769	9525544.32
18018	9525190.29
778288	9524962.69
1523354	9524715.20
565092	9523915.37
1607544	9523373.08
1794109	9523127.36
1300466	9522718.26
1138693	9522626.79
1391895	9522556.54
1187461	9522037.19
1379099	9521606.40
1886832	9521039.36
101009	9520888.80
1418592	9519993.51
1830900	9519797.92
1375375	9519218.17
714611	9519004.25
1534411	9517988.00
1005533	9517943.14
1299228	9517354.20
538692	9517324.46
187869	9515143.77
116142	9514987.37
1597072	9513554.94
965925	9513122.91
1034519	9512777.00
852096	9512249.94
811227	9512164.20
786241	9512031.92
926590	9511907.92
880410	9510806.32
705025	9510425.76
166087	9509441.04
1173406	9509005.44
601024	9508900.01
1002196	9508490.90
316642	9508433.50
1986952	9507080.72
1759976	9506346.63
1975918	9505072.23
1822554	9501646.44
1475227	9501177.18
1376608	9501047.99
1609446	9500037.30
145777	9499881.52
1158109	9499864.81
1266328	9499850.27
320108	9498644.84
1799126	9498179.55
1457146	9497435.00
1514637	9495736.80
956127	9495112.77
1727430	9495095.40
1103119	9494812.50
914655	9494751.20
706613	9494216.13
1431401	9493699.20
550747	9493276.34
1621902	9492487.68
259683	9491952.58
200511	9491703.98
1907639	9491625.64
548058	9491545.17
1158562	9490453.64
1430227	9490391.65
1546788	9489441.12
1377708	9489382.61
917236	9489156.84
98353	9487771.65
1982355	9486728.32
1426384	9486474.40
1027632	9486374.55
395838	9486321.88
1269279	9484144.34
141463	9484069.62
1130107	9483893.38
1708750	9482918.24
1016203	9482782.00
1854391	9482132.77
1095447	9478471.10
1694155	9478291.15
845747	9477851.04
1083056	9477842.22
668466	9477325.41
428239	9477250.71
1318976	9474714.00
762458	9474011.22
1602782	9472849.22
905678	9472442.61
461723	9472155.00
267571	9471983.40
1932575	9471520.52
680657	9471222.21
1404101	9471182.13
1832552	9470333.10
570577	9469696.66
871524	9468853.00
1814011	9468624.81
1233925	9468436.95
1633189	9468245.60
666261	9467374.80
1929862	9466791.80
1008961	9465919.26
698220	9465487.07
901652	9465437.25
747436	9465152.62
1307313	9464898.12
1378671	9464817.67
404480	9464762.52
1591492	9464761.84
1408183	9464235.72
44853	9463805.34
852916	9463607.92
1934989	9462982.77
916513	9458411.14
152262	9457236.18
392018	9456760.80
171791	9456301.90
25540	9456186.71
15251	9455980.84
1852125	9455699.99
1200464	9455631.04
593743	9455541.76
840661	9455406.00
391787	9454740.24
145308	9454189.29
1090161	9452701.08
767245	9452212.92
1094002	9451874.10
1013041	9451400.07
1200612	9451395.91
1729806	9450602.91
1767858	9450600.20
1410162	9450496.31
1888647	9450420.42
1806858	9449490.75
1364581	9449275.30
175218	9448987.35
381977	9448516.38
915066	9448500.96
30909	9448374.59
142072	9447924.99
1272577	9446840.50
953591	9446612.50
1545177	9446580.00
764006	9445690.28
1808873	9445407.96
1729025	9445082.02
1281853	9444726.94
1964466	9442889.96
534756	9442349.88
1914901	9442025.30
1517180	9441576.92
1282896	9441465.36
983921	9441426.24
1455588	9440702.60
1769210	9440022.42
94893	9439752.72
993000	9439580.82
1036748	9439506.56
1853322	9439477.74
696254	9439458.84
1157495	9439342.12
1757605	9438801.90
1460134	9437820.46
384699	9437682.66
399154	9437625.89
1217758	9436956.10
88619	9436503.60
757037	9436307.10
543341	9435701.06
1997993	9435651.85
848748	9435585.00
1849177	9434957.20
1664148	9434941.35
1262415	9434528.98
1393229	9433768.44
1604881	9433422.68
1600719	9433323.42
1246954	9433293.47
1624070	9432881.52
1254628	9432045.53
251590	9431714.08
1601163	9431637.62
1216276	9430937.46
1156127	9430240.94
1324815	9429755.16
222037	9429388.25
700435	9429339.00
628609	9429222.39
1957034	9429217.40
569017	9429033.78
113004	9428906.10
880255	9428802.94
276615	9428552.68
145380	9428271.63
1739812	9427521.88
480420	9427381.40
325519	9427333.27
1870023	9427234.84
1453309	9427139.50
1924210	9427109.77
1146851	9426491.14
1611317	9426443.01
1861642	9426171.06
179683	9426031.74
1268458	9425952.58
446049	9425923.14
1637729	9425713.68
618271	9425638.33
1640105	9425536.38
1237102	9425204.85
84665	9425202.84
862886	9425097.81
1445363	9424703.40
1547041	9423972.43
1786652	9423321.38
1513045	9422529.78
477291	9421790.34
905948	9421364.79
212382	9421334.58
974845	9420525.82
1571806	9420222.23
500916	9419600.88
1702233	9419456.16
1726702	9419327.28
853640	9418584.12
628979	9418570.00
1614066	9418345.86
996999	9418135.68
1147001	9418036.19
854668	9415830.20
1091843	9415008.41
709357	9414894.06
1627070	9414891.36
1647991	9414821.60
30339	9413929.09
1264534	9413379.20
478408	9413353.60
567440	9413243.52
1937186	9412798.56
1562639	9412074.99
738112	9411551.98
1211285	9410233.50
1843654	9408867.72
813707	9408821.75
832059	9408250.92
1511723	9407899.80
809691	9407514.33
286249	9406962.50
195763	9406735.56
1263526	9406044.00
919198	9405690.12
961843	9405570.16
1919284	9405501.84
657930	9404266.45
322580	9401580.92
1064532	9401447.50
1042926	9401162.58
1128760	9401158.80
743620	9400573.92
1661772	9400489.28
1230462	9400213.70
1381904	9398984.25
575752	9397282.39
1622541	9396939.95
1823479	9396739.80
1720303	9396677.14
620887	9396655.74
716249	9396371.52
1463105	9395948.58
76337	9395876.75
1826744	9395797.74
1816118	9395461.60
415140	9395408.70
1378013	9395334.52
1939167	9394949.84
944446	9394579.78
586015	9394071.30
1663019	9393318.14
627816	9392968.47
123057	9391564.89
938664	9390493.50
1529048	9389855.30
1670771	9388685.40
1131668	9388059.52
1463692	9388026.16
1638254	9387593.82
1010946	9387472.50
466437	9387037.28
1584894	9386954.40
1588033	9386636.54
1191048	9386633.24
274926	9386220.75
645726	9386139.84
1452455	9385043.92
1238691	9383478.72
1800762	9382779.78
876580	9382692.40
1714838	9382628.64
1297566	9382509.52
256508	9382494.14
1821642	9382382.74
1613040	9382294.35
12425	9381663.86
1411221	9381563.20
710006	9381341.66
1208839	9380913.84
602629	9380353.92
615919	9379943.43
343403	9379833.97
165510	9379477.55
1446276	9379412.53
864891	9379324.35
314680	9379253.56
1447632	9378221.58
717808	9377836.83
1401508	9377403.48
951961	9376829.91
1133674	9376621.03
563681	9375929.67
1521773	9375813.84
990612	9375499.20
409457	9374940.68
1757120	9374804.58
642789	9374099.40
389275	9373466.79
692999	9373167.73
954377	9372264.85
447227	9371618.18
1108904	9371549.56
1449177	9371259.74
693844	9370033.20
175310	9369450.36
1164825	9369431.41
837753	9368581.30
1577647	9368322.88
1541393	9368062.98
253382	9367889.31
1033057	9367825.47
537779	9366822.40
490612	9366451.69
1909206	9366417.92
1581114	9366329.72
13797	9365852.91
1384830	9365563.90
1917098	9365304.30
1003773	9364845.76
1307544	9364380.30
623293	9364285.56
789252	9364240.23
1762770	9363607.00
1867489	9363212.83
759355	9363111.25
1677703	9362884.64
1439416	9362207.98
1084736	9362145.88
537356	9362110.24
1482660	9362009.70
1259800	9361875.48
1636879	9361672.54
876198	9359768.00
28955	9359440.50
960420	9359424.33
786221	9358866.44
651498	9358319.34
767890	9358186.41
582044	9357251.55
1492975	9356440.12
439019	9356392.59
440010	9356286.00
279855	9355769.60
57362	9355180.10
59251	9354959.05
445755	9353800.78
680702	9352911.75
1925732	9352896.00
1823060	9352646.16
671315	9352399.16
360776	9351783.62
948138	9350711.28
1040946	9350534.82
1338268	9349890.60
855293	9349795.11
1046676	9349747.86
1091193	9348704.51
679667	9348427.90
517190	9348323.72
1833419	9347838.44
1571221	9347816.17
1216322	9347436.84
669622	9347239.08
324185	9346691.86
316871	9346668.70
1270279	9345816.61
1857613	9345692.52
838739	9345410.56
350298	9345175.62
494008	9344695.53
1654524	9344523.39
613298	9344475.33
382353	9343848.00
529018	9343772.80
938634	9343249.21
724070	9342609.91
1810031	9342109.00
849575	9341705.75
1255076	9341311.86
99930	9341296.80
514157	9341113.60
856853	9340897.54
813480	9340271.46
1733111	9339995.76
1021013	9339756.72
172831	9339690.52
581737	9338674.81
1925884	9338557.89
1239989	9338101.85
378130	9337994.19
1612445	9337922.88
728632	9337725.24
1088613	9337559.43
405424	9337039.68
1146752	9336930.40
881873	9336876.00
1416300	9336872.99
316550	9336168.52
1215474	9336163.34
1672224	9335927.40
866867	9335788.44
1900018	9335644.10
1956414	9334509.66
958689	9333978.74
1698081	9333935.36
878498	9333763.12
1061578	9333618.60
240698	9333102.24
1459697	9333060.96
1760880	9332917.60
1375303	9332616.93
888096	9332423.46
1452828	9332199.53
1430736	9331754.63
16358	9331500.92
460812	9331173.90
1439987	9331031.40
1783346	9330973.83
1621067	9330650.96
51022	9330319.44
10071	9329317.20
518327	9329229.46
666704	9329107.08
404006	9328671.02
228025	9328614.56
1118244	9328293.69
93165	9328265.60
425640	9327975.44
1200196	9327516.12
1092705	9326647.44
181554	9326414.50
450343	9325321.98
501551	9324234.53
1099844	9323421.12
229594	9322732.73
1619244	9322656.96
1468309	9322436.45
1464585	9322415.16
424216	9321749.55
176155	9320866.10
431421	9320540.16
1929010	9319736.95
702202	9319102.70
1005067	9318694.70
579298	9318658.90
1854518	9318610.38
826313	9318601.11
207408	9318513.79
407487	9318432.44
57996	9317385.46
555088	9317085.96
538718	9316874.00
1582880	9316602.30
166830	9316174.10
407793	9316096.65
1522848	9315884.64
633408	9315867.35
614467	9314939.20
1250403	9314845.92
1718595	9314441.85
908906	9314214.71
1657120	9314166.72
1777702	9313863.16
725301	9313307.37
1782123	9312784.06
347523	9312712.90
1248377	9312509.36
437556	9311812.87
1338551	9311089.92
49686	9310409.63
1628697	9310403.52
1215002	9310168.80
903724	9309879.70
613243	9309647.17
26124	9309535.74
362799	9309157.92
1101379	9308857.74
514119	9308654.11
550468	9308450.62
1874311	9308285.48
1506476	9307958.32
1110162	9307416.48
583383	9307126.04
1021171	9306580.00
1296313	9306354.00
1175101	9306055.07
456589	9305891.83
1861969	9305657.29
1234288	9304909.80
25897	9304242.67
392522	9304088.04
1291118	9304022.73
1720443	9303981.56
1829560	9303851.81
1786263	9303676.48
252292	9303412.64
1602960	9303164.20
1673261	9302993.25
509827	9302644.08
989790	9302436.72
1332290	9302183.10
1407494	9302114.64
752955	9301991.33
657034	9301302.68
38369	9301111.20
1489071	9300967.09
1133327	9299984.59
526097	9299817.63
93515	9299497.32
349036	9299361.52
1199591	9298954.08
55057	9298716.84
691470	9298706.20
635854	9298598.86
922917	9297665.37
503483	9297483.98
39568	9296696.07
800167	9295861.20
1497153	9295450.58
321291	9295166.01
1776460	9294784.40
1198708	9294743.08
1109362	9293961.04
187193	9292157.41
814693	9292057.04
1716832	9292001.82
393334	9291892.64
113530	9291883.80
1617667	9291630.88
1370548	9291604.42
1038016	9291512.48
1418379	9291415.06
927516	9290321.61
59665	9289845.28
1510654	9288975.08
1972582	9288864.06
238271	9288574.60
417214	9288256.71
750280	9288138.01
1615183	9288124.62
884679	9288038.50
876477	9287865.25
1464841	9287165.86
975528	9285942.82
820224	9285540.68
1555181	9285038.75
1907926	9284811.12
1228620	9284510.09
719480	9283886.92
1611424	9283214.80
543488	9282891.56
922225	9282731.18
1430418	9282612.84
1516905	9281507.83
1570393	9281272.68
432057	9281197.58
698456	9280694.50
1250926	9280369.26
1473276	9280100.95
1780118	9279948.96
242698	9279853.92
712188	9279842.39
393460	9279800.40
1700435	9279653.28
435378	9279382.80
732527	9279097.52
683744	9279074.18
445070	9278989.44
1565793	9278756.40
1035521	9278720.55
1362116	9278435.32
287446	9277635.31
598714	9277516.60
190975	9277276.32
26147	9276938.16
816346	9276618.06
1688317	9276541.95
1604793	9276265.55
94534	9275901.12
236628	9275221.71
1889469	9274938.12
1181697	9274896.79
921190	9274888.42
1829295	9274503.35
1865896	9274358.10
84182	9274230.00
669892	9274229.32
1970637	9274201.66
1451962	9273861.80
675270	9273680.88
1139339	9273553.82
1276076	9273183.40
1824891	9273061.35
1740070	9272720.19
1775194	9272593.81
1286911	9272409.25
1337416	9272142.20
1056068	9271878.00
769879	9271845.79
1175548	9271628.72
1396	9271418.31
1534255	9270878.77
1375514	9270803.13
1045273	9270590.84
1242198	9270467.95
713689	9269746.14
1321542	9267823.48
1495546	9267380.82
506871	9267314.76
1551765	9267172.60
1540845	9266756.40
329278	9266253.12
271062	9266209.60
492075	9266090.40
1428456	9265937.10
858734	9265802.21
1560204	9265772.25
1287992	9265306.85
543415	9264924.56
1195055	9264878.53
1061419	9264250.80
1551872	9263948.85
72157	9263498.40
113281	9262522.56
1880594	9262521.51
490243	9262158.57
927408	9261830.22
1705310	9261397.00
559869	9260413.50
1683540	9260256.65
7861	9259584.33
84939	9259480.01
1725231	9259187.73
1995297	9258825.20
1764964	9258625.84
1166888	9258406.50
752173	9258226.56
367992	9257748.16
1821900	9256905.45
1217176	9256848.40
229954	9256712.28
1069392	9256212.00
204147	9255760.80
854421	9255550.39
270389	9255240.23
230739	9255141.00
1801130	9254996.93
533902	9254680.11
1501505	9254017.08
1142099	9253897.56
106138	9253429.76
1911076	9253271.05
590005	9252940.40
958562	9252722.06
1266247	9252375.44
1935915	9251663.61
459744	9251627.32
1418085	9251408.40
1822871	9251014.67
1148302	9250601.68
1325639	9250595.25
1314566	9250140.60
1305581	9249994.27
1036480	9249902.64
451605	9249148.64
624219	9248715.51
708544	9248682.08
1666817	9248668.00
457446	9248568.42
1159793	9247983.32
1586523	9247725.90
778148	9247340.70
37416	9246525.00
1079363	9245901.28
1269783	9245880.99
248296	9245503.56
149565	9245352.48
1122132	9245241.28
84856	9245234.60
1301316	9244748.40
919493	9244703.70
1550044	9244417.41
1470548	9244400.40
781296	9244169.58
78568	9243352.76
794598	9243201.99
337422	9242992.20
1138527	9242955.68
1420549	9242664.60
1330606	9242270.24
1229587	9242228.10
1711494	9242055.36
734953	9242041.17
181900	9241508.11
1892860	9241374.75
1147120	9241217.70
1611379	9241152.28
136486	9240748.92
393256	9240624.20
1312903	9239951.00
247179	9239394.60
1061000	9239318.72
1123478	9238817.13
502493	9238511.52
1765804	9238260.68
1736800	9237391.02
1913520	9236961.24
1933215	9236302.75
823542	9236180.24
1539672	9236150.18
1707279	9236070.59
39388	9236063.69
1818641	9235963.25
1333051	9235952.18
778876	9235707.14
1233788	9235649.50
1112394	9234901.84
697925	9234694.92
615811	9234190.56
1753322	9232641.76
1719826	9232480.00
637910	9232381.73
1240442	9231616.17
242519	9230851.52
1896675	9230807.06
265610	9230728.05
671833	9230360.65
1768796	9229818.00
1934376	9229740.10
1657325	9229442.30
406952	9229068.16
124851	9228982.68
575534	9228500.20
60879	9228076.00
781081	9228072.25
413904	9227941.94
1993401	9227766.15
1045975	9227692.92
481809	9227288.92
1552406	9227274.10
810716	9227022.95
1254481	9226828.71
1961804	9226566.78
1089645	9226384.79
1895807	9226284.59
1216910	9226077.30
1973604	9225978.75
1833913	9225773.04
203340	9225127.27
1165106	9224997.24
1838983	9224545.50
1429853	9224510.59
1578641	9224012.45
540980	9223951.41
367254	9223689.44
1002577	9223482.65
1365147	9223069.76
1693550	9222681.15
1771658	9222679.54
1799237	9222543.81
269214	9222381.00
976608	9221662.96
1105671	9221446.08
740249	9221270.64
268796	9221100.90
1192037	9221016.48
1500707	9220827.84
544672	9220145.70
440034	9219585.30
1507563	9219579.30
247439	9219138.03
1623343	9217799.47
307276	9217744.54
1603716	9217631.94
179820	9217435.75
386865	9217000.80
1085381	9216451.75
1986321	9216165.45
1899514	9216016.04
473056	9215629.20
1974892	9215454.40
1685283	9215357.14
140740	9215329.20
1548996	9215280.36
444415	9214984.44
508224	9213982.49
119385	9213786.85
1921986	9212981.61
459157	9212522.58
27739	9212495.95
953643	9212369.25
719534	9211899.68
1222886	9210496.18
1651253	9209935.68
